--- scanner 0 ---
659,491,-566
617,-523,-707
904,497,845
-789,338,-502
768,-498,-595
-636,-383,-263
787,372,871
677,-594,-546
-709,-434,-282
-814,454,-386
-646,-671,522
634,338,-521
-645,300,459
-9,-42,-19
662,-655,856
680,434,-600
549,-683,884

--- scanner 24 ---
456,801,550
-636,674,571
-857,263,-304
441,-968,703
827,-771,-846
109,-183,97
-584,-777,-601
553,606,-797
-859,228,-422
664,604,-713
379,-914,730
-576,651,631
-404,-814,872
363,782,727
854,-814,-817
-743,755,651
-539,-930,-576
580,-953,771
369,717,655
-520,-930,847
-23,-52,-36
656,562,-760
-531,-709,813
-618,-834,-622
-874,299,-500
853,-896,-729

--- scanner 25 ---
-722,591,-518
-802,-413,-781
-89,91,135
624,-444,-790
-612,-837,578
-866,527,867
-632,-628,602
-913,609,868
590,410,543
705,-525,940
823,-441,-757
513,366,667
-921,709,826
-608,521,-475
-17,-72,52
-755,-337,-794
408,409,537
774,418,-388
625,-462,-768
800,495,-364
773,549,-482
674,-495,966
700,-558,862
-622,-835,683
-705,383,-514
-608,-406,-714

--- scanner 26 ---
-952,-459,615
-634,708,898
764,559,-816
-608,702,-316
684,706,-747
-713,692,-318
562,-570,-265
-688,-683,-423
-983,-571,495
403,-731,749
570,879,645
-30,-12,-53
-605,745,753
-733,-779,-468
-869,-514,621
516,-639,-381
505,888,536
658,774,546
372,-628,642
-430,722,837
-632,682,-525
-109,51,132
-555,-803,-459
351,-597,730
551,-474,-295
751,512,-740
